PERIMETRE_SUPERIOR,APB_ID,NUMERO_PLANTES,US_EDIFICACIO,TIPUS_EDIFICACIO,LIT_DENOMINACIO,DENOMINACIO_TEXT,SEQENTITAT,SW_URN,DENOMINACIO_ANG,PUNT_BASE_ANG
"POLYGON ((2.142875769 41.310208788,2.142878286 41.310209059,2.142885467 41.310216255,2.142885108 41.310218144,2.142873662 41.310224644,2.142871157 41.310224373,2.142863976 41.310217185,2.142864323 41.310215287,2.142875769 41.310208788))","41361423",,Seguretat,Construccio Modular,,,"251318",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361423,,-0.426
"POLYGON ((2.188185677 41.372879627,2.188132404 41.372550449,2.188299911 41.372534957,2.18833289 41.372532099,2.188329341 41.372508835,2.188581878 41.372485754,2.188585564 41.372508623,2.188775463 41.37249154,2.18878274 41.372536287,2.188828938 41.372820999,2.188186503 41.372879552,2.188185677 41.372879627))","12559825",,Oci,Edifici principal,,,"250815",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ12559825,,-0.404
"POLYGON ((2.142203276 41.309535172,2.142205793 41.309535443,2.142212974 41.30954264,2.142212615 41.309544529,2.142201169 41.309551028,2.142198664 41.309550757,2.142191483 41.30954357,2.14219183 41.309541672,2.142203276 41.309535172))","41362709",,Seguretat,Construccio Modular,,,"251325",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41362709,,-0.427
"POLYGON ((2.188640342 41.372409448,2.188120591 41.372465641,2.18811994 41.372462249,2.188112919 41.372422972,2.188039453 41.372430426,2.188038816 41.372426854,2.188034074 41.372427334,2.188013046 41.372309502,2.188017739 41.372309031,2.188018134 41.372308989,2.188009608 41.372260855,2.188001009 41.372213847,2.187997627 41.372195421,2.187994166 41.372176544,2.187989699 41.372152102,2.18798335 41.372117369,2.187980317 41.372100728,2.187972189 41.37205621,2.187957613 41.371979138,2.187935608 41.371863911,2.18793107 41.371864401,2.187924015 41.371825898,2.187928313 41.371825451,2.187931199 41.371825138,2.18860043 41.371750517,2.188710414 41.372367192,2.188634648 41.372374009,2.188640342 41.372409448))","12559928",,Oci,Edifici principal,,,"250816",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ12559928,,-0.404
"POLYGON ((2.159641791 41.341146787,2.159631378 41.341121868,2.159699605 41.341105666,2.15971003 41.341130576,2.159641791 41.341146787))","30601655",,Indeterminat,Construccio Modular,,,"251078",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ30601655,,-0.418
"POLYGON ((2.140406273 41.327955447,2.140383736 41.327919042,2.140409511 41.327909974,2.140432048 41.32794638,2.140406273 41.327955447))","12551077","1",Instal·lacions de serveis,Construccio Modular,,,"250814",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ12551077,,-0.428
"POLYGON ((2.142806174 41.310139082,2.142808691 41.310139353,2.142815872 41.31014655,2.142815513 41.310148439,2.142804067 41.310154938,2.142801562 41.310154667,2.14279438 41.31014748,2.142794728 41.310145582,2.142806174 41.310139082))","41361411",,Seguretat,Construccio Modular,,,"251317",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361411,,-0.426
"POLYGON ((2.143190046 41.310523601,2.143192563 41.310523872,2.143199745 41.310531068,2.143199385 41.310532957,2.143187939 41.310539456,2.143185434 41.310539186,2.143178253 41.310531998,2.1431786 41.3105301,2.143190046 41.310523601))","41361364",,Seguretat,Construccio Modular,,,"251314",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41361364,,-0.426
"POLYGON ((2.182515074 41.364355459,2.182733283 41.36429001,2.182789899 41.364396818,2.182572511 41.364462643,2.182516978 41.364359085,2.182515074 41.364355459))","12666000","2",Oficines,Edifici principal,,,"250817",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ12666000,,-0.407
"POLYGON ((2.146468097 41.342933563,2.146406487 41.342955148,2.146367406 41.342891733,2.146429015 41.342870167,2.146468097 41.342933563))","12784362","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"250818",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ12784362,,-0.425
"POLYGON ((2.15772406 41.328312071,2.15772436 41.328287798,2.1578056 41.328287392,2.157805813 41.328311723,2.15772406 41.328312071))","73866046","1",Instal·lacions de serveis,Edificació secundària o auxiliar,ET-70080,ET-70080,"792711",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ73866046,,
"POLYGON ((2.175975161 41.371366848,2.175971037 41.371368665,2.17594842 41.371339607,2.175977303 41.371326852,2.175999919 41.371355919,2.175975161 41.371366848))","12373651","1",Instal·lacions de serveis,Construccio Modular,,,"250809",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ12373651,,-0.41
"POLYGON ((2.15807225 41.328851831,2.158096603 41.328905802,2.15797895 41.328936018,2.157954176 41.328882341,2.15807225 41.328851831))","73865797",,Indeterminat,Edifici principal,TMA,TMA,"792712",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ73865797,,
"POLYGON ((2.151794094 41.324003803,2.151709148 41.323954095,2.151731124 41.323932746,2.151816082 41.323982445,2.151794094 41.324003803))","13028234",,,Construccio Modular,,,"250819",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ13028234,,-0.422
"POLYGON ((2.159281083 41.329110468,2.15928384 41.329109777,2.159295916 41.329137167,2.159228531 41.32915388,2.159215031 41.329127596,2.159281083 41.329110468))","73866600",,Indeterminat,Edificació secundària o auxiliar,TMA,TMA,"792715",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ73866600,,
"POLYGON ((2.158475443 41.328613544,2.158499692 41.328669028,2.157921662 41.328812556,2.157897425 41.328757081,2.157738477 41.328393362,2.158013578 41.328325051,2.158345407 41.328316001,2.158359395 41.328348008,2.158475443 41.328613544))","73865633",,Magatzem,Edifici principal,TMA,TMA,"792716",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ73865633,,
"POLYGON ((2.151823179 41.331714107,2.151850249 41.331704632,2.151881863 41.33175592,2.151854768 41.331765404,2.151823179 41.331714107))","38409979","1",Seguretat,Construccio Modular,,,"251259",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ38409979,,-0.422
"POLYGON ((2.163498213 41.341816984,2.163524112 41.341907743,2.163483294 41.341914365,2.163395323 41.341928624,2.163362578 41.341810558,2.163448764 41.341796592,2.16345688 41.341823674,2.163498213 41.341816984))","16074137",,Indeterminat,Edificació secundària o auxiliar,,,"250843",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16074137,,-0.416
"POLYGON ((2.151725497 41.332564057,2.151595304 41.332609541,2.151574927 41.332576459,2.15170522 41.332530642,2.151725497 41.332564057))","38110526","1",Oficines,Edifici principal,,,"251257",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ38110526,,-0.422
"POLYGON ((2.157087194 41.335221506,2.157119037 41.33521365,2.157146162 41.335276145,2.157114379 41.335283984,2.157087194 41.335221506))","13447380","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"250820",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ13447380,,-0.422
"POLYGON ((2.156780351 41.329033891,2.156807564 41.329027091,2.156830122 41.329078393,2.156802908 41.329085192,2.156780351 41.329033891))","13596851","1",Instal·lacions de serveis,Construccio Modular,,,"250822",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ13596851,,-0.423
"POLYGON ((2.146911078 41.343796736,2.146167307 41.344056705,2.146120502 41.343980668,2.146075309 41.343907389,2.145992388 41.343847441,2.145922815 41.343734664,2.145807031 41.343546979,2.145812615 41.343462619,2.14587109 41.343442182,2.145881717 41.343438469,2.146338726 41.343278685,2.146466783 41.343233939,2.146492682 41.343224871,2.146572571 41.343246964,2.146911078 41.343796736))","13910434",,Magatzem,Edifici principal,,,"250825",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ13910434,,-0.425
"POLYGON ((2.14648064 41.342983504,2.146556086 41.343106071,2.146450723 41.343142906,2.146385596 41.343165663,2.146370203 41.343171052,2.146361966 41.343173919,2.146351219 41.343177685,2.14625204 41.34321235,2.146122398 41.34325767,2.146046952 41.343135103,2.146131951 41.343105387,2.146149146 41.34309938,2.14615719 41.343096566,2.146198867 41.343082003,2.146224899 41.343072901,2.146257487 41.343061504,2.146311471 41.343042646,2.14648064 41.342983504))","13909980","5",Oficines,Edificació secundària o auxiliar,LANDTRANS,LANDTRANS,"250824",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ13909980,,-0.425
"POLYGON ((2.163345659 41.341761533,2.163324644 41.341687905,2.163409574 41.341674047,2.163430613 41.341747675,2.163345659 41.341761533))","16074125",,Indeterminat,Edificació secundària o auxiliar,,,"250842",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16074125,,-0.416
"POLYGON ((2.161205447 41.341757217,2.161163305 41.34161822,2.161467621 41.341565823,2.161509752 41.34170482,2.161205447 41.341757217))","16073944",,,No classificat,,,"250841",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16073944,,-0.417
"POLYGON ((2.158534449 41.331048687,2.158514596 41.331053631,2.158435183 41.331073444,2.158415222 41.331078424,2.158396401 41.331035581,2.157999455 41.331134583,2.157923062 41.330960565,2.158265117 41.330873836,2.158438689 41.330830544,2.158534449 41.331048687))","14866320","2",Oficines,Edifici principal,Marti Renom,Marti Renom,"250826",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ14866320,,-0.419
"POLYGON ((2.15741535 41.33546241,2.157394415 41.335414823,2.157395494 41.335414552,2.157394391 41.335412031,2.157397736 41.33541119,2.157391907 41.335397934,2.157385475 41.33538333,2.157374223 41.335357756,2.157370878 41.335358597,2.157369566 41.335355606,2.157372912 41.335354765,2.15737074 41.335349831,2.157366932 41.335341165,2.157363472 41.335333285,2.157357306 41.335319287,2.157349411 41.335301331,2.157346066 41.335302172,2.157344742 41.335299171,2.157348087 41.33529834,2.157324586 41.335244906,2.157321241 41.335245738,2.157319929 41.335242747,2.157323274 41.335241915,2.157299654 41.335188499,2.157296429 41.335189313,2.157295105 41.335186321,2.15729845 41.335185481,2.157274841 41.335132074,2.157271604 41.335132888,2.157270292 41.335129896,2.157273637 41.335129056,2.15725076 41.335077311,2.157247523 41.335078125,2.157245468 41.335073462,2.157249436 41.335072474,2.157250551 41.335074995,2.157294217 41.335064082,2.157293114 41.335061561,2.157297083 41.335060572,2.157298186 41.335063093,2.157355472 41.335048776,2.157354369 41.335046254,2.157358337 41.335045266,2.15735944 41.335047787,2.157403118 41.335036874,2.157402003 41.335034353,2.157405972 41.335033364,2.157408027 41.335038018,2.157404682 41.335038858,2.157406284 41.335042536,2.157425106 41.335085279,2.157427451 41.33509062,2.157430796 41.335089789,2.157432108 41.33509278,2.157428763 41.33509362,2.157442012 41.33512373,2.157450488 41.335142988,2.157452276 41.335147054,2.157455621 41.335146214,2.157456933 41.335149205,2.157453588 41.335150045,2.157465721 41.335177625,2.157477089 41.335203479,2.157480434 41.335202639,2.157481758 41.33520563,2.157478401 41.33520647,2.157481187 41.335212796,2.157483881 41.335218923,2.157500056 41.335255675,2.157501913 41.335259904,2.157505258 41.335259073,2.15750657 41.335262064,2.157503225 41.335262895,2.157506337 41.335269962,2.157514534 41.335288605,2.157526726 41.335316329,2.157527457 41.335316145,2.157530071 41.335315498,2.157531395 41.335318489,2.15752805 41.335319329,2.157529756 41.335323224,2.157532218 41.335328836,2.157541368 41.335349602,2.157551599 41.335372754,2.157554896 41.335371923,2.157556011 41.335374444,2.157557078 41.335374173,2.157568085 41.335399195,2.157589996 41.335448996,2.157607401 41.335488568,2.157606813 41.335488717,2.157618111 41.335514363,2.157571939 41.335525897,2.157598866 41.335587112,2.157530249 41.335604256,2.157516745 41.335573567,2.15749689 41.335578529,2.157469434 41.33558539,2.157444738 41.335529218,2.157432801 41.335502072,2.15741535 41.33546241))","14899386","2",Oficines,Edifici principal,Meroil,Meroil,"250827",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ14899386,,-0.419
"POLYGON ((2.141844279 41.326444776,2.141793409 41.326361933,2.141988287 41.326293918,2.142039169 41.326376761,2.141844279 41.326444776))","16526413",,Indeterminat,Edificació secundària o auxiliar,,,"250873",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16526413,,-0.427
"POLYGON ((2.160537506 41.340979833,2.160712085 41.340936454,2.160738756 41.340997414,2.160564166 41.341040774,2.160537506 41.340979833))","16518579",,Indeterminat,Edificació secundària o auxiliar,,,"250867",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16518579,,-0.418
"POLYGON ((2.159343751 41.339101708,2.159321356 41.339050363,2.159187142 41.338742225,2.159323359 41.338708477,2.159392979 41.338868311,2.159457572 41.339016615,2.159479944 41.339067969,2.159343751 41.339101708))","16518045",,Indeterminat,Edifici principal,,,"250866",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16518045,,-0.418
"POLYGON ((2.150932837 41.330840394,2.150964871 41.330892289,2.150886192 41.330919876,2.150854157 41.330867981,2.150932837 41.330840394))","16512257",,Oficines,Construccio Modular,,,"250863",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16512257,,-0.422
"POLYGON ((2.156884354 41.336824797,2.156758697 41.336856368,2.156693244 41.336710506,2.1568189 41.336678926,2.156884354 41.336824797))","16512207",,Indeterminat,Edificació secundària o auxiliar,,,"250862",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16512207,,-0.419
"POLYGON ((2.156134585 41.337346854,2.155940592 41.337394912,2.155861916 41.337214237,2.155901206 41.3372045,2.155912477 41.337230371,2.156067168 41.337192051,2.156134585 41.337346854))","16512119",,Indeterminat,Edifici principal,,,"250861",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16512119,,-0.42
"POLYGON ((2.155077143 41.329550769,2.154770483 41.329626705,2.15452783 41.329070497,2.155856968 41.328741532,2.156338914 41.329846577,2.155318808 41.330099745,2.155318344 41.330098669,2.155315227 41.330099457,2.155180565 41.32978913,2.155077143 41.329550769))","16299437","1",Magatzem,Edifici principal,,,"250850",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16299437,,-0.42
"POLYGON ((2.154382484 41.328342624,2.154272971 41.328370825,2.154262735 41.328348239,2.154372248 41.328320039,2.154382484 41.328342624))","16505937","1",Instal·lacions de serveis,Construccio Modular,,,"250857",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16505937,,-0.421
"POLYGON ((2.18813147 41.369219323,2.188127454 41.369199892,2.188156585 41.369196801,2.1881606 41.369216222,2.18813147 41.369219323))","38919026",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"251265",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ38919026,,-0.404
"POLYGON ((2.142517571 41.309849978,2.142520088 41.309850249,2.142527269 41.309857446,2.14252691 41.309859334,2.142515464 41.309865834,2.142512959 41.309865563,2.142505777 41.309858375,2.142506125 41.309856477,2.142517571 41.309849978))","41362676",,Seguretat,Construccio Modular,,,"251324",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ41362676,,-0.426
"POLYGON ((2.144871738 41.322013442,2.144856951 41.321990174,2.144887816 41.321979026,2.144902603 41.322002294,2.144871738 41.322013442))","19145415","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"250912",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ19145415,,-0.425
"POLYGON ((2.14463279 41.322134144,2.144565235 41.32202792,2.144807494 41.32194094,2.144874757 41.322046693,2.14463279 41.322134144))","19145388","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"250910",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ19145388,,-0.425
"POLYGON ((2.144717099 41.322021725,2.144692067 41.321982383,2.144638873 41.32200148,2.144605444 41.321949105,2.144695206 41.321916813,2.14472822 41.321968879,2.144728478 41.321969286,2.144748178 41.321962235,2.144773127 41.322001477,2.144717099 41.322021725))","19145403","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"250911",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ19145403,,-0.425
"POLYGON ((2.148000623 41.34414654,2.14796495 41.344158968,2.147931395 41.34410426,2.147966723 41.344091667,2.148000623 41.34414654))","19153690",,,Construccio Modular,,,"250913",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ19153690,,-0.424
"POLYGON ((2.137651137 41.317182879,2.1376303 41.31716841,2.137666531 41.317138938,2.137687368 41.317153407,2.137651137 41.317182879))","19140556","1",Instal·lacions de serveis,Edificació secundària o auxiliar,,,"250909",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ19140556,,-0.429
"POLYGON ((2.180815287 41.361810202,2.180817437 41.361809416,2.180818012 41.361810294,2.180845938 41.361800026,2.180845364 41.36179913,2.180847513 41.361798343,2.180877528 41.361844639,2.180875378 41.361845426,2.180874804 41.36184453,2.180846878 41.361854816,2.180847452 41.361855703,2.180845302 41.361856498,2.180815287 41.361810202))","21311224",,Instal·lacions de serveis,Edificació secundària o auxiliar,,,"250941",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ21311224,,-0.407
"POLYGON ((2.154336327 41.328616936,2.154330232 41.328603083,2.154289567 41.328510654,2.154472612 41.32846542,2.154545151 41.328632521,2.154475127 41.32864995,2.154479966 41.328661146,2.154377839 41.328686401,2.154350048 41.328674082,2.154326521 41.328619332,2.154336327 41.328616936))","16499793","2",Oficines,Edifici principal,Quimidroga,Quimidroga,"250856",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16499793,,-0.421
"POLYGON ((2.155516422 41.328825815,2.155500811 41.328790004,2.155549315 41.328778001,2.155607182 41.32876368,2.155617899 41.32876102,2.155625823 41.32875906,2.155629516 41.328758151,2.155629923 41.328758046,2.155630367 41.328757932,2.155631026 41.328757774,2.155631398 41.328757678,2.155631793 41.328757582,2.155632201 41.328757486,2.155632884 41.328757311,2.155633364 41.328757197,2.155633795 41.328757092,2.155634239 41.328756978,2.155634694 41.328756865,2.155635138 41.328756751,2.155635605 41.328756646,2.155636049 41.328756532,2.155636325 41.328756462,2.155651923 41.328792283,2.155516422 41.328825815))","16307620","1",,Edificació secundària o auxiliar,,,"250853",swrefVrecordVdatasetZgisVcollectionZedificacioVkeysZ16307620,,-0.42
